time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-08-26 00:00:00+00:00,2.0,2.0,2.0,2.0
2021-08-27 00:00:00+00:00,2.0,2.0,24.0,3.0
2021-08-28 00:00:00+00:00,3.0,3.0,,
2021-08-29 00:00:00+00:00,2.0,2.0,10.0,3.0
2021-08-30 00:00:00+00:00,3.0,3.0,99.0,10.0
2021-08-31 00:00:00+00:00,1.0,1.0,35.0,5.0
2021-09-01 00:00:00+00:00,2.0,2.0,26.0,3.0
2021-09-02 00:00:00+00:00,2.0,2.0,1.0,1.0
2021-09-03 00:00:00+00:00,2.0,2.0,1.0,1.0
2021-09-04 00:00:00+00:00,1.0,1.0,,
2021-09-05 00:00:00+00:00,2.0,2.0,6.0,1.0
2021-09-06 00:00:00+00:00,1.0,1.0,5.0,3.0
2021-09-07 00:00:00+00:00,2.0,2.0,84.0,4.0
2021-09-08 00:00:00+00:00,,,27.0,6.0
