url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,335,30
/SERVIR-WA/GALUP,239,53
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,216,28
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,186,46
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,113,18
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise3.md,85,13
/SERVIR-WA/GALUP/tree/master/training/1_lu,74,13
/SERVIR-WA/GALUP/issues/new,62,25
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise2.md,61,11
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4%20copy.md,61,3
