url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,470,46
/SERVIR-WA/GALUP,314,76
/SERVIR-WA/GALUP/blob/master/training/2_rs/module3.md,265,68
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,249,63
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M3_exercise1.md,222,46
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,211,67
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M2_exercise1.md,199,41
/SERVIR-WA/GALUP/wiki/Scripts,197,46
/SERVIR-WA/GALUP/issues/new,147,39
/SERVIR-WA/GALUP/blob/master/training/2_rs/Exercises/M4_Exercise1.md,117,32
