url_path,views_total,views_unique
/SERVIR-WA/GALUP,54,12
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,30,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,29,16
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,21,4
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,19,2
/SERVIR-WA/GALUP/tree/master/training/1_lu/datasets,15,1
/SERVIR-WA/GALUP/issues,12,1
/SERVIR-WA/GALUP/tree/master/training,9,2
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise1.md,8,2
/SERVIR-WA/GALUP/issues/new,7,1
