url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,635,39
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,316,44
/SERVIR-WA/GALUP,278,58
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise3.md,160,29
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,143,31
/SERVIR-WA/GALUP/issues/new,108,35
/SERVIR-WA/GALUP/blob/master/training/1_lu/pdf_maps/RankSum.pdf,107,21
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,72,18
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise2.md,61,23
/SERVIR-WA/GALUP/tree/master/training/1_lu,57,16
