url_path,views_total,views_unique
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,413,42
/SERVIR-WA/GALUP,326,49
/SERVIR-WA/GALUP/issues,313,30
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise1.md,167,33
/SERVIR-WA/GALUP/discussions,158,17
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,130,23
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,119,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise2.md,101,26
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise3.md,95,24
/SERVIR-WA/GALUP/tree/master/training/1_lu,90,14
