url_path,views_total,views_unique
/SERVIR-WA/GALUP,53,9
/SERVIR-WA/GALUP/blob/master/training/3_idu/module.md,49,3
/SERVIR-WA/GALUP/tree/master/training/3_idu,36,3
/SERVIR-WA/GALUP/tree/master/training,19,5
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,17,7
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,10,8
/SERVIR-WA/GALUP/blob/master/training/2_rs/module4.md,9,6
/SERVIR-WA/GALUP/tree/master/training/2_rs,9,6
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,8,4
/SERVIR-WA/GALUP/tree/master/training/1_lu,8,3
