url_path,views_total,views_unique
/SERVIR-WA/GALUP,60,16
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,36,6
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,31,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,24,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,19,8
/SERVIR-WA/GALUP/tree/master/training/1_lu/datasets,15,1
/SERVIR-WA/GALUP/issues,12,1
/SERVIR-WA/GALUP/wiki/Tools,10,6
/SERVIR-WA/GALUP/wiki/Install,10,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise1.md,8,2
