url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,493,35
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,266,42
/SERVIR-WA/GALUP,235,52
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise3.md,151,29
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,107,24
/SERVIR-WA/GALUP/blob/master/training/1_lu/pdf_maps/RankSum.pdf,105,21
/SERVIR-WA/GALUP/issues/new,90,33
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,54,14
/SERVIR-WA/GALUP/tree/master/training/1_lu,48,14
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise2.md,47,21
