url_path,views_total,views_unique
/SERVIR-WA/GALUP,28,10
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,23,16
/SERVIR-WA/GALUP/tree/master/training/1_lu/datasets,14,1
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,12,3
/SERVIR-WA/GALUP/blob/master/training/2_rs/module2.md,7,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,7,2
/SERVIR-WA/GALUP/tree/master/training,7,2
/SERVIR-WA/GALUP/blob/master/training/2_rs/module1.md,5,3
/SERVIR-WA/GALUP/wiki/Scripts,4,3
/SERVIR-WA/GALUP/find/master,4,2
