url_path,views_total,views_unique
/SERVIR-WA/GALUP,48,12
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,35,6
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,22,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,20,9
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,18,3
/SERVIR-WA/GALUP/issues,16,2
/SERVIR-WA/GALUP/wiki/Tools,11,7
/SERVIR-WA/GALUP/wiki/Install,10,3
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise1.md,8,2
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m2_exercise2.md,6,2
