url_path,views_total,views_unique
/SERVIR-WA/GALUP/issues,462,35
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module4.md,246,42
/SERVIR-WA/GALUP,211,51
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise3.md,127,29
/SERVIR-WA/GALUP/blob/master/training/1_lu/pdf_maps/RankSum.pdf,94,21
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,88,24
/SERVIR-WA/GALUP/issues/new,83,33
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,49,13
/SERVIR-WA/GALUP/tree/master/training/1_lu,43,13
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m4_exercise2.md,42,20
