time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-28 00:00:00+00:00,9,4,10.0,1.0
2022-07-29 00:00:00+00:00,2,2,19.0,4.0
2022-07-30 00:00:00+00:00,1,1,,
2022-07-31 00:00:00+00:00,1,1,,
2022-08-01 00:00:00+00:00,2,2,12.0,5.0
2022-08-02 00:00:00+00:00,4,4,1.0,1.0
2022-08-03 00:00:00+00:00,2,2,,
2022-08-04 00:00:00+00:00,2,2,,
2022-08-05 00:00:00+00:00,3,2,50.0,9.0
2022-08-06 00:00:00+00:00,1,1,1.0,1.0
2022-08-07 00:00:00+00:00,4,3,14.0,4.0
2022-08-08 00:00:00+00:00,3,3,15.0,5.0
2022-08-09 00:00:00+00:00,4,3,25.0,7.0
2022-08-10 00:00:00+00:00,2,2,5.0,5.0
