url_path,views_total,views_unique
/SERVIR-WA/GALUP,176,34
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module3.md,170,9
/SERVIR-WA/GALUP/issues,90,14
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module2.md,79,14
/SERVIR-WA/GALUP/tree/master/training/1_lu/modules,61,10
/SERVIR-WA/GALUP/blob/master/training/1_lu/exercises/m3_exercise2.md,57,4
/SERVIR-WA/GALUP/tree/master/training/1_lu,47,8
/SERVIR-WA/GALUP/discussions,36,5
/SERVIR-WA/GALUP/discussions/63,30,5
/SERVIR-WA/GALUP/blob/master/training/1_lu/modules/module1.md,27,13
