time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-06-29 00:00:00+00:00,13,11,116,13
2021-06-30 00:00:00+00:00,13,9,144,9
2021-07-01 00:00:00+00:00,12,9,140,15
2021-07-02 00:00:00+00:00,6,5,107,12
2021-07-03 00:00:00+00:00,11,6,83,5
2021-07-04 00:00:00+00:00,1,1,127,8
2021-07-05 00:00:00+00:00,5,4,394,30
2021-07-06 00:00:00+00:00,3,3,225,20
2021-07-07 00:00:00+00:00,1,1,178,11
2021-07-08 00:00:00+00:00,2,2,233,19
2021-07-09 00:00:00+00:00,1,1,149,17
2021-07-10 00:00:00+00:00,7,5,61,6
2021-07-11 00:00:00+00:00,3,3,46,6
2021-07-12 00:00:00+00:00,1,1,179,14
